"conscientizacao_ID","Escolaridade(chefe_familia)","Recebe_Info_Energia","Interesse_Info_Energia","Compra_Produtos_Economicos","Evita_Banho_Demorado","Regula_Temp_Geladeira","Evita_Acender_Luz_Dia"
321,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não,Normalmente,NÃO SE APLICA,Sempre,Sempre
322,Médio completo/Superior incompleto,Não,Sim,Sempre,Sempre,Normalmente,Sempre
323,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,"",Normalmente,Normalmente
324,Médio completo/Superior incompleto,Sim,"",Normalmente,"",Normalmente,Normalmente
325,Superior completo,Sim,"",Normalmente,"",Nunca,Sempre
326,Médio completo/Superior incompleto,Sim,"",Sempre,Sempre,Sempre,Normalmente
327,Médio completo/Superior incompleto,Não,Não,Sempre,"",Raramente,Sempre
328,Superior completo,Sim,"",Normalmente,"",Nunca,Normalmente
329,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Raramente,Raramente,Sempre
330,Analfabeto / Fundamental I incompleto,Não,Sim,Normalmente,Raramente,Sempre,Normalmente
331,Médio completo/Superior incompleto,Não,Sim,Normalmente,Normalmente,Sempre,Normalmente
332,Médio completo/Superior incompleto,Não,Sim,Normalmente,NÃO SE APLICA,NÃO SE APLICA,Normalmente
333,Médio completo/Superior incompleto,Não,Sim,Normalmente,Normalmente,Normalmente,Sempre
334,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,NÃO SE APLICA,Normalmente,Sempre
335,Médio completo/Superior incompleto,Não,Sim,Sempre,NÃO SE APLICA,Sempre,Sempre
336,Superior completo,Sim,"",Sempre,NÃO SE APLICA,Raramente,Normalmente
337,Fundamental completo/Médio incompleto,Sim,"",Normalmente,"",Nunca,Raramente
338,Médio completo/Superior incompleto,Sim,"",Sempre,Normalmente,Sempre,Sempre
339,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,Sempre,Raramente,Normalmente
340,Médio completo/Superior incompleto,Sim,"",Sempre,NÃO SE APLICA,Nunca,Sempre
341,Analfabeto / Fundamental I incompleto,Não,Não,Normalmente,"",Normalmente,Sempre
342,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,"",NÃO SE APLICA,Normalmente
343,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Normalmente,"",Normalmente,Normalmente
344,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,"",Normalmente,Normalmente
345,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Normalmente,"",Normalmente,Normalmente
346,Fundamental completo/Médio incompleto,Sim,"",Normalmente,"",Normalmente,Normalmente
347,Médio completo/Superior incompleto,Não,Sim,Raramente,"",Normalmente,Normalmente
348,Analfabeto / Fundamental I incompleto,Não,Não,Normalmente,"",Nunca,Sempre
349,Superior completo,Sim,"",Raramente,"",Normalmente,Normalmente
350,Fundamental completo/Médio incompleto,Não,Não,Raramente,"",Nunca,Normalmente
351,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,"",Normalmente,NÃO SE APLICA
352,Superior completo,Sim,"",Normalmente,Sempre,Normalmente,Sempre
353,Fundamental completo/Médio incompleto,Sim,"",Raramente,"",Sempre,Normalmente
354,Fundamental completo/Médio incompleto,Não,Não,Sempre,"",Nunca,Sempre
355,Médio completo/Superior incompleto,Não,Não,Sempre,"",Raramente,Normalmente
356,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,"",Nunca,Raramente
357,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,NÃO SE APLICA,Normalmente,Sempre
358,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,"",Nunca,Raramente
359,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,"",Sempre,Raramente
360,Médio completo/Superior incompleto,Sim,"",Sempre,"",Nunca,Normalmente
361,Superior completo,Sim,"",Sempre,Sempre,Sempre,Normalmente
362,Médio completo/Superior incompleto,Não,Não,Normalmente,"",Nunca,Sempre
363,Superior completo,Sim,"",Normalmente,"",Normalmente,Sempre
364,Superior completo,Não,Sim,Normalmente,"",Normalmente,Sempre
365,Médio completo/Superior incompleto,Não,Sim,Normalmente,"",Sempre,Normalmente
366,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,"",Nunca,Normalmente
367,Médio completo/Superior incompleto,Sim,"",Raramente,"",Raramente,Normalmente
368,Fundamental completo/Médio incompleto,Sim,"",Sempre,"",Nunca,Raramente
369,Médio completo/Superior incompleto,Sim,"",Sempre,Normalmente,Normalmente,Sempre
370,Médio completo/Superior incompleto,Sim,"",Normalmente,"",Raramente,Normalmente
371,Fundamental completo/Médio incompleto,Sim,"",Nunca,"",Raramente,Normalmente
372,Superior completo,Não,Sim,Normalmente,"",Nunca,Normalmente
373,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,"",NÃO SE APLICA,Normalmente
374,Médio completo/Superior incompleto,Não,Não,Sempre,"",Normalmente,Sempre
375,Fundamental completo/Médio incompleto,Não,Sim,Sempre,"",NÃO SE APLICA,Normalmente
376,Fundamental completo/Médio incompleto,Não,Sim,Sempre,"",Nunca,Normalmente
377,Superior completo,Sim,"",Normalmente,"",Sempre,Normalmente
378,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,Sempre,Sempre,Sempre
379,Médio completo/Superior incompleto,Não,Sim,Normalmente,Raramente,Sempre,Sempre
380,Superior completo,Sim,"",Normalmente,Normalmente,Sempre,Sempre
381,Superior completo,Não,Não,Sempre,"",Raramente,Sempre
382,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Raramente,Sempre,Sempre
383,Médio completo/Superior incompleto,Não,Sim,Sempre,Normalmente,Raramente,Sempre
384,Médio completo/Superior incompleto,Não sabe/não responde,Não,Raramente,NÃO SE APLICA,Sempre,Raramente
385,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,"",Nunca,Sempre
386,Analfabeto / Fundamental I incompleto,Sim,"",Nunca,"",Nunca,Normalmente
387,Analfabeto / Fundamental I incompleto,Sim,"",Raramente,"",Normalmente,Sempre
388,Fundamental I completo / Fundamental II incompleto,Não,Não sabe/não responde,Normalmente,"",Normalmente,Sempre
389,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,"",Nunca,Normalmente
390,Médio completo/Superior incompleto,Sim,"",Sempre,"",Nunca,Raramente
391,Médio completo/Superior incompleto,Não,Não,Normalmente,"",Raramente,Sempre
392,Médio completo/Superior incompleto,Sim,"",Raramente,"",Sempre,Raramente
393,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,"",Sempre,Raramente
394,Fundamental completo/Médio incompleto,Sim,"",Sempre,"",Normalmente,Raramente
395,Superior completo,Sim,"",Sempre,Normalmente,Nunca,Sempre
396,Médio completo/Superior incompleto,Não,Não,Raramente,"",Nunca,Sempre
397,Superior completo,Sim,"",Normalmente,"",Nunca,Raramente
398,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,"",Normalmente,Sempre
399,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,NÃO SE APLICA,Raramente,Sempre
400,Fundamental I completo / Fundamental II incompleto,Não,Não,Raramente,"",Nunca,Raramente
401,Fundamental completo/Médio incompleto,Não,Não,Raramente,"",Nunca,Raramente
402,Superior completo,Não,Sim,Sempre,Normalmente,Sempre,Sempre
403,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,"",Normalmente,Normalmente
404,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Normalmente,"",Normalmente,Raramente
405,Superior completo,Sim,"",Normalmente,"",Raramente,Raramente
406,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,"",Normalmente,Raramente
407,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,"",Normalmente,Raramente
408,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,"",Raramente,Raramente
409,Médio completo/Superior incompleto,Sim,"",Raramente,"",Nunca,Sempre
410,Fundamental I completo / Fundamental II incompleto,Não,Não sabe/não responde,Raramente,"",Nunca,Normalmente
411,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,"",Nunca,Raramente
412,Fundamental I completo / Fundamental II incompleto,Não,Não,Raramente,"",Normalmente,Normalmente
413,Médio completo/Superior incompleto,Sim,"",Normalmente,"",Normalmente,Raramente
414,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,"",Normalmente,Nunca
415,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Normalmente,"",Sempre,Sempre
416,Analfabeto / Fundamental I incompleto,Não,Não,Normalmente,"",Nunca,Normalmente
417,Médio completo/Superior incompleto,Não,Não,Raramente,"",Raramente,Sempre
418,Médio completo/Superior incompleto,Sim,"",Normalmente,"",Raramente,Raramente
419,Médio completo/Superior incompleto,Não,Sim,Raramente,"",Nunca,Normalmente
420,Fundamental completo/Médio incompleto,Sim,"",Normalmente,"",Raramente,Normalmente
421,Médio completo/Superior incompleto,Não,Não,Sempre,"",Sempre,Raramente
422,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Normalmente,"",Normalmente,Raramente
423,Analfabeto / Fundamental I incompleto,Sim,"",Raramente,"",Sempre,Normalmente
424,Fundamental completo/Médio incompleto,Não,Não,Sempre,"",Sempre,Raramente
425,Superior completo,Não,Não,Normalmente,"",Raramente,Normalmente
426,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,"",Raramente,Sempre
427,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,"",Nunca,Normalmente
428,Analfabeto / Fundamental I incompleto,Não,Não,Normalmente,"",Normalmente,Raramente
429,Médio completo/Superior incompleto,Não,Sim,Raramente,"",Normalmente,Sempre
430,Superior completo,Não,Sim,Normalmente,"",Sempre,Raramente
431,Fundamental completo/Médio incompleto,Não,Não,Raramente,"",Sempre,Normalmente
432,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",Nunca,Sempre
433,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,"",Normalmente,Raramente
434,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,"",Normalmente,Raramente
435,Médio completo/Superior incompleto,Não,Sim,Raramente,"",Normalmente,Raramente
436,Superior completo,Não,Sim,Normalmente,"",Normalmente,Raramente
437,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,"",Normalmente,Raramente
438,Superior completo,Não,Sim,Normalmente,"",Nunca,Raramente
439,Médio completo/Superior incompleto,Não,Não,Sempre,"",Normalmente,Raramente
440,Médio completo/Superior incompleto,Não,Não,Raramente,"",Nunca,Raramente
441,Superior completo,Não,Não,Normalmente,"",Sempre,Sempre
442,Médio completo/Superior incompleto,Não,Não,Nunca,"",Sempre,Sempre
443,Fundamental completo/Médio incompleto,Sim,"",Sempre,"",Sempre,Raramente
444,Médio completo/Superior incompleto,Não,Não,Raramente,"",Nunca,Normalmente
445,Superior completo,Sim,"",Raramente,"",Sempre,Sempre
446,Analfabeto / Fundamental I incompleto,Não,Não,Normalmente,"",Sempre,Normalmente
447,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,"",Normalmente,Raramente
448,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,"",Raramente,Raramente
449,Fundamental I completo / Fundamental II incompleto,Não,Não,Raramente,"",Raramente,Raramente
450,Médio completo/Superior incompleto,Não,Não,Normalmente,"",Raramente,Normalmente
451,Analfabeto / Fundamental I incompleto,Não,Sim,Nunca,"",Normalmente,Sempre
452,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,"",Raramente,Raramente
453,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Sempre,"",Normalmente,Normalmente
454,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,"",Normalmente,Sempre
455,Superior completo,Não,Não,Sempre,"",Sempre,Sempre
456,Analfabeto / Fundamental I incompleto,Não,Não,Raramente,"",Normalmente,Raramente
457,Analfabeto / Fundamental I incompleto,Não,Não,Normalmente,"",Nunca,Raramente
458,Médio completo/Superior incompleto,Não,Não,Normalmente,"",Sempre,Normalmente
459,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,"",Nunca,Normalmente
460,Fundamental completo/Médio incompleto,Não,Não,Normalmente,"",Raramente,Normalmente
461,Médio completo/Superior incompleto,Sim,"",Raramente,"",Sempre,Normalmente
462,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,"",Raramente,Normalmente
463,Superior completo,Não,Não,Raramente,"",Normalmente,Sempre
464,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Normalmente,"",Raramente,Raramente
465,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Normalmente,"",Normalmente,Normalmente
466,Superior completo,Não,Não sabe/não responde,Normalmente,"",Nunca,Sempre
467,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,"",Nunca,NÃO SE APLICA
468,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,"",Normalmente,Raramente
469,Superior completo,Não,Sim,Sempre,"",Sempre,Normalmente
470,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,"",Normalmente,Raramente
471,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,"",Sempre,Raramente
472,Fundamental completo/Médio incompleto,Não,Não,Normalmente,"",Nunca,Normalmente
473,Fundamental I completo / Fundamental II incompleto,Não,Não sabe/não responde,Normalmente,"",Raramente,Normalmente
474,Superior completo,Sim,"",Sempre,"",Normalmente,Raramente
475,Fundamental completo/Médio incompleto,Não,Sim,Raramente,"",Sempre,Normalmente
476,Superior completo,Não,Sim,Raramente,"",Nunca,Sempre
477,Analfabeto / Fundamental I incompleto,Sim,"",Nunca,"",Nunca,Sempre
478,Analfabeto / Fundamental I incompleto,Não,Não,Raramente,"",Sempre,Sempre
479,Médio completo/Superior incompleto,Não,Não,Raramente,"",Normalmente,Normalmente
480,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Normalmente,Sempre,Nunca
481,Médio completo/Superior incompleto,Sim,"",Raramente,"",Normalmente,Normalmente
482,Superior completo,Não,Sim,Raramente,Normalmente,Nunca,Sempre
483,Médio completo/Superior incompleto,Não,Sim,Nunca,Sempre,Nunca,Sempre
484,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Raramente,"",Normalmente,Raramente
485,Médio completo/Superior incompleto,Sim,"",Raramente,"",Normalmente,Sempre
486,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Sempre,Sempre,Sempre
487,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Raramente,"",Sempre,Normalmente
488,Fundamental completo/Médio incompleto,Não,Sim,Sempre,"",Normalmente,Nunca
489,Fundamental completo/Médio incompleto,Sim,"",Raramente,"",Nunca,Normalmente
490,Analfabeto / Fundamental I incompleto,Não,Sim,Nunca,"",Nunca,Sempre
491,Fundamental I completo / Fundamental II incompleto,Não,Sim,Nunca,"",Sempre,Sempre
492,Superior completo,Não,Sim,Sempre,NÃO SE APLICA,Sempre,Sempre
493,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,"",Normalmente,Normalmente
494,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Sempre,"",Sempre,Normalmente
495,Fundamental I completo / Fundamental II incompleto,Não,Sim,Nunca,"",Sempre,Normalmente
496,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,Normalmente,Normalmente,Normalmente
497,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Sempre,"",Sempre,Sempre
498,Fundamental completo/Médio incompleto,Não,Não,Normalmente,"",Normalmente,Sempre
499,Médio completo/Superior incompleto,Não,Sim,Sempre,Sempre,Sempre,Sempre
500,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Sempre,"",Normalmente,Sempre
501,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,"",Sempre,Normalmente
502,Superior completo,Não,Sim,Sempre,Sempre,Nunca,Sempre
503,Fundamental completo/Médio incompleto,Sim,"",Sempre,"",Nunca,Nunca
504,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Sempre,Sempre,Sempre
505,Fundamental completo/Médio incompleto,Não,Não sabe/não responde,Sempre,"",Nunca,Normalmente
506,Fundamental completo/Médio incompleto,Não,Não,Normalmente,"",Raramente,Sempre
507,Médio completo/Superior incompleto,Não,Não sabe/não responde,Raramente,"",Raramente,Sempre
508,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Sempre,Nunca,Sempre
509,Superior completo,Não,Sim,Nunca,Sempre,Nunca,Nunca
510,Médio completo/Superior incompleto,Não,Sim,Sempre,NÃO SE APLICA,Nunca,Sempre
511,Analfabeto / Fundamental I incompleto,Não,Sim,Normalmente,"",Sempre,Raramente
512,Superior completo,Sim,"",Normalmente,"",Normalmente,Raramente
513,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,"",Sempre,Normalmente
514,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Normalmente,"",Sempre,Normalmente
515,Fundamental completo/Médio incompleto,Não,Sim,Nunca,"",Sempre,Sempre
516,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,"",Raramente,Raramente
517,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,"",Normalmente,Raramente
518,Analfabeto / Fundamental I incompleto,Sim,"",Nunca,"",Sempre,Raramente
519,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,Sempre,Nunca,Sempre
520,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,NÃO SE APLICA,Sempre,Sempre
521,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,"",Normalmente,Raramente
522,Médio completo/Superior incompleto,Não sabe/não responde,Não,Raramente,"",Nunca,Raramente
523,Médio completo/Superior incompleto,Não,Não,Normalmente,"",Nunca,Raramente
524,Fundamental I completo / Fundamental II incompleto,Sim,"",Raramente,"",Nunca,Normalmente
525,Superior completo,Sim,"",Sempre,NÃO SE APLICA,Sempre,Sempre
526,Médio completo/Superior incompleto,Sim,"",Sempre,Sempre,Raramente,Sempre
527,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,"",Normalmente,Raramente
528,Fundamental completo/Médio incompleto,Não,Não,Sempre,"",Raramente,Normalmente
529,Médio completo/Superior incompleto,Sim,"",Normalmente,"",Sempre,NÃO SE APLICA
530,Superior completo,Não,Não,Normalmente,"",Nunca,Sempre
531,Médio completo/Superior incompleto,Não,Não,Raramente,"",Sempre,Sempre
532,Analfabeto / Fundamental I incompleto,Não,Não,Raramente,"",Raramente,Raramente
533,Fundamental I completo / Fundamental II incompleto,Não,Sim,NÃO SE APLICA,"",Nunca,Sempre
534,Superior completo,Sim,"",Raramente,"",Nunca,Sempre
535,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,"",Sempre,Normalmente
536,Médio completo/Superior incompleto,Não,Sim,Normalmente,"",NÃO SE APLICA,Sempre
537,Fundamental completo/Médio incompleto,Não,Não,Normalmente,"",Sempre,Normalmente
538,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Normalmente,"",Sempre,Sempre
539,Médio completo/Superior incompleto,Não,Não sabe/não responde,Sempre,"",Normalmente,Sempre
540,Fundamental I completo / Fundamental II incompleto,Não,Não sabe/não responde,Normalmente,"",Nunca,Raramente
